时间戳,时间,分组ID,分组标签,有效bit数_值,有效bit数_十六进制,误码bit数_值,误码bit数_十六进制,接收包计数_值,接收包计数_十六进制,错误包计数_值,错误包计数_十六进制,有效bit数_值,有效bit数_十六进制,误码bit数_值,误码bit数_十六进制,接收包计数_值,接收包计数_十六进制,错误包计数_值,错误包计数_十六进制,新字段_值,新字段_十六进制
1750128426745,"2025-06-17 10:47:06",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128427745,"2025-06-17 10:47:07",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128427745,"2025-06-17 10:47:07",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128428745,"2025-06-17 10:47:08",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128428745,"2025-06-17 10:47:08",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128429745,"2025-06-17 10:47:09",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128429745,"2025-06-17 10:47:09",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128430745,"2025-06-17 10:47:10",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128430745,"2025-06-17 10:47:10",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128431756,"2025-06-17 10:47:11",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128431756,"2025-06-17 10:47:11",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128432758,"2025-06-17 10:47:12",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128432758,"2025-06-17 10:47:12",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128433754,"2025-06-17 10:47:13",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128433754,"2025-06-17 10:47:13",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128434754,"2025-06-17 10:47:14",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128434754,"2025-06-17 10:47:14",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128435749,"2025-06-17 10:47:15",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128435749,"2025-06-17 10:47:15",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128436745,"2025-06-17 10:47:16",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128436745,"2025-06-17 10:47:16",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128437746,"2025-06-17 10:47:17",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128437746,"2025-06-17 10:47:17",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128438754,"2025-06-17 10:47:18",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128438754,"2025-06-17 10:47:18",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128439748,"2025-06-17 10:47:19",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128439748,"2025-06-17 10:47:19",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128440747,"2025-06-17 10:47:20",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128440747,"2025-06-17 10:47:20",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128441748,"2025-06-17 10:47:21",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128441748,"2025-06-17 10:47:21",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128442754,"2025-06-17 10:47:22",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128442754,"2025-06-17 10:47:22",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128443746,"2025-06-17 10:47:23",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128443746,"2025-06-17 10:47:23",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128444753,"2025-06-17 10:47:24",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128444753,"2025-06-17 10:47:24",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128445750,"2025-06-17 10:47:25",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128445750,"2025-06-17 10:47:25",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128446745,"2025-06-17 10:47:26",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128446745,"2025-06-17 10:47:26",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128447758,"2025-06-17 10:47:27",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128447758,"2025-06-17 10:47:27",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128448752,"2025-06-17 10:47:28",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128448752,"2025-06-17 10:47:28",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128449746,"2025-06-17 10:47:29",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128449746,"2025-06-17 10:47:29",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128450750,"2025-06-17 10:47:30",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128450750,"2025-06-17 10:47:30",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128451751,"2025-06-17 10:47:31",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128451751,"2025-06-17 10:47:31",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128452746,"2025-06-17 10:47:32",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128452746,"2025-06-17 10:47:32",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128453745,"2025-06-17 10:47:33",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128453745,"2025-06-17 10:47:33",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128454745,"2025-06-17 10:47:34",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128454745,"2025-06-17 10:47:34",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128455745,"2025-06-17 10:47:35",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128455745,"2025-06-17 10:47:35",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128456746,"2025-06-17 10:47:36",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128456746,"2025-06-17 10:47:36",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128457745,"2025-06-17 10:47:37",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128457745,"2025-06-17 10:47:37",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128458746,"2025-06-17 10:47:38",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128458746,"2025-06-17 10:47:38",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128459745,"2025-06-17 10:47:39",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128459745,"2025-06-17 10:47:39",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128460748,"2025-06-17 10:47:40",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128460748,"2025-06-17 10:47:40",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128461745,"2025-06-17 10:47:41",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128461745,"2025-06-17 10:47:41",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128462760,"2025-06-17 10:47:42",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128462760,"2025-06-17 10:47:42",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128463746,"2025-06-17 10:47:43",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128463746,"2025-06-17 10:47:43",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128464745,"2025-06-17 10:47:44",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128464745,"2025-06-17 10:47:44",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128465746,"2025-06-17 10:47:45",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128465746,"2025-06-17 10:47:45",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128466749,"2025-06-17 10:47:46",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128466749,"2025-06-17 10:47:46",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128467745,"2025-06-17 10:47:47",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128467745,"2025-06-17 10:47:47",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128468751,"2025-06-17 10:47:48",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128468751,"2025-06-17 10:47:48",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128469749,"2025-06-17 10:47:49",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128469749,"2025-06-17 10:47:49",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128470747,"2025-06-17 10:47:50",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128470747,"2025-06-17 10:47:50",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128471745,"2025-06-17 10:47:51",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128471745,"2025-06-17 10:47:51",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128472746,"2025-06-17 10:47:52",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128472746,"2025-06-17 10:47:52",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128473746,"2025-06-17 10:47:53",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128473746,"2025-06-17 10:47:53",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128474745,"2025-06-17 10:47:54",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128474745,"2025-06-17 10:47:54",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128475748,"2025-06-17 10:47:55",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128475748,"2025-06-17 10:47:55",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128476757,"2025-06-17 10:47:56",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128476757,"2025-06-17 10:47:56",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128477746,"2025-06-17 10:47:57",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128477746,"2025-06-17 10:47:57",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128478746,"2025-06-17 10:47:58",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128478746,"2025-06-17 10:47:58",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128479746,"2025-06-17 10:47:59",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128479746,"2025-06-17 10:47:59",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128480747,"2025-06-17 10:48:00",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128480747,"2025-06-17 10:48:00",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128481746,"2025-06-17 10:48:01",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128481746,"2025-06-17 10:48:01",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128482747,"2025-06-17 10:48:02",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128482747,"2025-06-17 10:48:02",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128483746,"2025-06-17 10:48:03",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128483746,"2025-06-17 10:48:03",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128484750,"2025-06-17 10:48:04",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128484750,"2025-06-17 10:48:04",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128485746,"2025-06-17 10:48:05",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128485746,"2025-06-17 10:48:05",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128486746,"2025-06-17 10:48:06",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128486746,"2025-06-17 10:48:06",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128487757,"2025-06-17 10:48:07",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128487757,"2025-06-17 10:48:07",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128488749,"2025-06-17 10:48:08",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128488749,"2025-06-17 10:48:08",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128489746,"2025-06-17 10:48:09",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128489746,"2025-06-17 10:48:09",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128490746,"2025-06-17 10:48:10",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128490746,"2025-06-17 10:48:10",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128491760,"2025-06-17 10:48:11",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128491760,"2025-06-17 10:48:11",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128492747,"2025-06-17 10:48:12",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128492747,"2025-06-17 10:48:12",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128493745,"2025-06-17 10:48:13",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128493745,"2025-06-17 10:48:13",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128494747,"2025-06-17 10:48:14",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128494747,"2025-06-17 10:48:14",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128495747,"2025-06-17 10:48:15",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128495747,"2025-06-17 10:48:15",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128496747,"2025-06-17 10:48:16",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128496747,"2025-06-17 10:48:16",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128497747,"2025-06-17 10:48:17",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128497747,"2025-06-17 10:48:17",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128498747,"2025-06-17 10:48:18",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128498747,"2025-06-17 10:48:18",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128499747,"2025-06-17 10:48:19",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128499747,"2025-06-17 10:48:19",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
1750128500747,"2025-06-17 10:48:20",1,"1","16","00000010","286331153","11111111","286331153","11111111","数据不足","00","69905","00011111","286331153","11111111","286331137","11111101","数据不足","00","-","00"
1750128500747,"2025-06-17 10:48:20",2,"测试分组","16","00000010","286331153","11111111","286331153","11111111","数据不足","00"
